Name,Energy Type,Set Name,Set Code,Card Number,Card Type,HP,Attacks,Weakness,Retreat Cost,Illustrator,Flavor Text,Image URL,Rarity,Pack,Local Image Path
Sneasel,Darkness,Space-Time Smackdown,A2,98,Pokémon - Basic,60,"[{'name': 'Double Scratch', 'cost': ['D'], 'damage': '20x', 'effect': 'Flip 2 coins. This attack does 20 damage for each heads.'}]",Grass,1,Hasuno,"This cunning Pokémon hides under the cover of darkness, waiting to attack its prey.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_098_EN.webp,◊,Palkia,cards/space-time-smackdown/98.webp
Weavile ex,Darkness,Space-Time Smackdown,A2,99,Pokémon - Stage 1 - Evolves from Sneasel,140,"[{'name': 'Scratching Nails', 'cost': ['D'], 'damage': '30+', 'effect': ""If your opponent's Active Pokémon has damage on it, this attack does 40 more damage.""}]",Grass,1,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_099_EN.webp,◊◊◊◊,Palkia,cards/space-time-smackdown/99.webp
Poochyena,Darkness,Space-Time Smackdown,A2,100,Pokémon - Basic,60,"[{'name': 'Bite', 'cost': ['D'], 'damage': '20', 'effect': ''}]",Grass,1,Midori Harada,"A Pokémon with a persistent nature, it chases its chosen prey until the prey becomes exhausted.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_100_EN.webp,◊,,cards/space-time-smackdown/100.webp
Mightyena,Darkness,Space-Time Smackdown,A2,101,Pokémon - Stage 1 - Evolves from Poochyena,90,"[{'name': 'Darkness Fang', 'cost': ['DC'], 'damage': '60', 'effect': ''}]",Grass,1,Kouki Saitou,It will always obey the commands of a skilled Trainer. Its behavior arises from its living in packs in ancient times.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_101_EN.webp,◊◊,,cards/space-time-smackdown/101.webp
Stunky,Darkness,Space-Time Smackdown,A2,102,Pokémon - Basic,70,"[{'name': 'Scratch', 'cost': ['D'], 'damage': '10', 'effect': ''}]",Fighting,1,Kyoko Umemoto,"It sprays a foul fluid from its rear. Its stench spreads over a mile radius, driving Pokémon away.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_102_EN.webp,◊,Dialga,cards/space-time-smackdown/102.webp
Skuntank,Darkness,Space-Time Smackdown,A2,103,Pokémon - Stage 1 - Evolves from Stunky,100,"[{'name': 'Poison Gas', 'cost': ['DC'], 'damage': '50', 'effect': ""Your opponent's Active Pokémon is now Poisoned.""}]",Fighting,2,kirisAki,It attacks by spraying a horribly smelly fluid from the tip of its tail. Attacks from above confound it.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_103_EN.webp,◊◊,Dialga,cards/space-time-smackdown/103.webp
Spiritomb,Darkness,Space-Time Smackdown,A2,104,Pokémon - Basic,80,"[{'name': 'Swirling Disaster', 'cost': ['C'], 'damage': '0', 'effect': ""This attack does 10 damage to each of your opponent's Pokémon.""}]",Grass,1,HYOGONOSUKE,Its constant mischief and misdeeds resulted in it being bound to an Odd Keystone by a mysterious spell.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_104_EN.webp,◊◊,Palkia,cards/space-time-smackdown/104.webp
Skorupi,Darkness,Space-Time Smackdown,A2,105,Pokémon - Basic,70,"[{'name': 'Pierce', 'cost': ['DC'], 'damage': '30', 'effect': ''}]",Fighting,2,Naoki Saito,"After burrowing into the sand, it waits patiently for prey to come near. This Pokémon and Sizzlipede share common descent.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_105_EN.webp,◊,,cards/space-time-smackdown/105.webp
Drapion,Darkness,Space-Time Smackdown,A2,106,Pokémon - Stage 1 - Evolves from Skorupi,120,"[{'name': 'Cross Poison', 'cost': ['DDD'], 'damage': '40x', 'effect': ""Flip 4 coins. This attack does 40 damage for each heads. If at least 2 of them are heads, your opponent's Active Pokémon is now Poisoned.""}]",Fighting,3,Hitoshi Ariga,"Its poison is potent, but it rarely sees use. This Pokémon prefers to use physical force instead, going on rampages with its car-crushing strength.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_106_EN.webp,◊◊,,cards/space-time-smackdown/106.webp
Croagunk,Darkness,Space-Time Smackdown,A2,107,Pokémon - Basic,60,"[{'name': 'Group Beatdown', 'cost': ['DD'], 'damage': '20x', 'effect': 'Flip a coin for each Pokémon you have in play. This attack does 20 damage for each heads.'}]",Fighting,1,Masakazu Fukuda,"Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_107_EN.webp,◊,Dialga,cards/space-time-smackdown/107.webp
Toxicroak,Darkness,Space-Time Smackdown,A2,108,Pokémon - Stage 1 - Evolves from Croagunk,90,"[{'name': 'Group Beatdown', 'cost': ['DD'], 'damage': '40x', 'effect': 'Flip a coin for each Pokémon you have in play. This attack does 40 damage for each heads.'}]",Fighting,2,Hajime Kusajima,"Swaying and dodging the attacks of its foes, it weaves its flexible body in close, then lunges out with its poisonous claws.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_108_EN.webp,◊◊,Dialga,cards/space-time-smackdown/108.webp
Darkrai,Darkness,Space-Time Smackdown,A2,109,Pokémon - Basic,110,"[{'name': 'Dark Void', 'cost': ['DDC'], 'damage': '60', 'effect': ""Your opponent's Active Pokémon is now Asleep.""}]",Grass,2,Masako Tomii,"It chases people and Pokémon from its territory by causing them to experience deep, nightmarish slumbers.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_109_EN.webp,◊◊◊,Dialga,cards/space-time-smackdown/109.webp
Darkrai ex,Darkness,Space-Time Smackdown,A2,110,Pokémon - Basic,140,"[{'name': 'Dark Prism', 'cost': ['DDC'], 'damage': '80', 'effect': ''}]",Grass,2,PLANETA Yamashita,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_110_EN.webp,◊◊◊◊,Dialga,cards/space-time-smackdown/110.webp
Skarmory,Metal,Space-Time Smackdown,A2,111,Pokémon - Basic,80,"[{'name': 'Metal Arms', 'cost': ['M'], 'damage': '20+', 'effect': 'If this Pokémon has a Pokémon Tool attached, this attack does 30 more damage.'}]",Lightning,1,Oswaldo KATO,"People fashion swords from Skarmory’s shed feathers, so this Pokémon is a popular element in heraldic designs.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_111_EN.webp,◊◊,,cards/space-time-smackdown/111.webp
Registeel,Metal,Space-Time Smackdown,A2,112,Pokémon - Basic,110,"[{'name': 'Metal Claw', 'cost': ['MMM'], 'damage': '90', 'effect': ''}]",Fire,2,Tomokazu Komiya,Registeel’s body is made of a strange material that is flexible enough to stretch and shrink but also more durable than any metal.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_112_EN.webp,◊◊,Dialga,cards/space-time-smackdown/112.webp
Shieldon,Metal,Space-Time Smackdown,A2,113,Pokémon - Stage 1 - Evolves from Armor Fossil,100,"[{'name': 'Headbutt', 'cost': ['MC'], 'damage': '50', 'effect': ''}]",Fire,2,Kouki Saitou,"A mild-mannered, herbivorous Pokémon, it used its face to dig up tree roots to eat. The skin on its face was plenty tough.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_113_EN.webp,◊◊,Palkia,cards/space-time-smackdown/113.webp
Bastiodon,Metal,Space-Time Smackdown,A2,114,Pokémon - Stage 2 - Evolves from Shieldon,160,"[{'name': 'Headbang', 'cost': ['MMC'], 'damage': '80', 'effect': ''}]",Fire,4,Kagemaru Himeno,"The bones of its face are huge and hard, so they were mistaken for its spine until after this Pokémon was successfully restored.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_114_EN.webp,◊◊◊,Palkia,cards/space-time-smackdown/114.webp
Wormadam,Metal,Space-Time Smackdown,A2,115,Pokémon - Stage 1 - Evolves from Burmy,110,"[{'name': 'Iron Head', 'cost': ['MM'], 'damage': '50+', 'effect': 'Flip a coin until you get tails. This attack does 30 more damage for each heads.'}]",Fire,1,Kyoko Umemoto,Its appearance changes depending on where it evolved. The materials on hand become a part of its body.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_115_EN.webp,◊,Palkia,cards/space-time-smackdown/115.webp
Bronzor,Metal,Space-Time Smackdown,A2,116,Pokémon - Basic,60,"[{'name': 'Tackle', 'cost': ['MC'], 'damage': '30', 'effect': ''}]",Fire,1,Miki Tanaka,Ancient people believed that the pattern on Bronzor’s back contained a mysterious power.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_116_EN.webp,◊,Dialga,cards/space-time-smackdown/116.webp
Bronzong,Metal,Space-Time Smackdown,A2,117,Pokémon - Stage 1 - Evolves from Bronzor,120,"[{'name': 'Guard Press', 'cost': ['MMC'], 'damage': '60', 'effect': ""During your opponent's next turn, this Pokémon takes −20 damage from attacks.""}]",Fire,3,Yuka Morii,"In ages past, this Pokémon was revered as a bringer of rain. It was found buried in the ground.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_117_EN.webp,◊◊,Dialga,cards/space-time-smackdown/117.webp
Probopass,Metal,Space-Time Smackdown,A2,118,Pokémon - Stage 1 - Evolves from Nosepass,130,"[{'name': 'Triple Nose', 'cost': ['MMMC'], 'damage': '30+', 'effect': 'Flip 3 coins. This attack does 50 more damage for each heads.'}]",Fire,4,MAHOU,"Although it can control its units known as Mini-Noses, they sometimes get lost and don’t come back.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_118_EN.webp,◊◊,,cards/space-time-smackdown/118.webp
Dialga ex,Metal,Space-Time Smackdown,A2,119,Pokémon - Basic,150,"[{'name': 'Metallic Turbo', 'cost': ['MM'], 'damage': '30', 'effect': 'Take 2 [M] Energy from your Energy Zone and attach it to 1 of your Benched Pokémon.'}, {'name': 'Heavy Impact', 'cost': ['MMCC'], 'damage': '100', 'effect': ''}]",Fire,2,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_119_EN.webp,◊◊◊◊,Dialga,cards/space-time-smackdown/119.webp
Heatran,Metal,Space-Time Smackdown,A2,120,Pokémon - Basic,120,"[{'name': 'Steel Tackle', 'cost': ['MMM'], 'damage': '110', 'effect': 'This Pokémon also does 20 damage to itself.'}]",Fire,3,Oswaldo KATO,It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_120_EN.webp,◊◊◊,Dialga,cards/space-time-smackdown/120.webp
Gible,Dragon,Space-Time Smackdown,A2,121,Pokémon - Basic,60,"[{'name': 'Gnaw', 'cost': ['C'], 'damage': '20', 'effect': ''}]",none,1,Naoyo Kimura,"It skulks in caves, and when prey or an enemy passes by, it leaps out and chomps them. The force of its attack sometimes chips its teeth.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_121_EN.webp,◊,Palkia,cards/space-time-smackdown/121.webp
Gabite,Dragon,Space-Time Smackdown,A2,122,Pokémon - Stage 1 - Evolves from Gible,90,"[{'name': 'Slash', 'cost': ['WF'], 'damage': '60', 'effect': ''}]",none,1,Shigenori Negishi,"In rare cases, it molts and sheds its scales. Medicine containing its scales as an ingredient will make a weary body feel invigorated.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_122_EN.webp,◊◊,Palkia,cards/space-time-smackdown/122.webp
Garchomp,Dragon,Space-Time Smackdown,A2,123,Pokémon - Stage 2 - Evolves from Gabite,140,"[{'name': 'Dragon Claw', 'cost': ['WF'], 'damage': '100', 'effect': ''}]",none,1,Atsushi Furusawa,"It is said that when one runs at high speed, its wings create blades of wind that can fell nearby trees.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_123_EN.webp,◊◊◊,Palkia,cards/space-time-smackdown/123.webp
Lickitung,Colorless,Space-Time Smackdown,A2,124,Pokémon - Basic,80,"[{'name': 'Tongue Slap', 'cost': ['CCC'], 'damage': '50', 'effect': ''}]",Fighting,2,Yukiko Baba,"If this Pokémon’s sticky saliva gets on you and you don’t clean it off, an intense itch will set in. The itch won’t go away, either.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_124_EN.webp,◊,Palkia,cards/space-time-smackdown/124.webp
Lickilicky ex,Colorless,Space-Time Smackdown,A2,125,Pokémon - Stage 1 - Evolves from Lickitung,160,"[{'name': 'Licking Fury', 'cost': ['CCCC'], 'damage': '100+', 'effect': 'Flip a coin until you get tails. This attack does 40 more damage for each heads.'}]",Fighting,4,PLANETA Igarashi,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_125_EN.webp,◊◊◊◊,Palkia,cards/space-time-smackdown/125.webp
Eevee,Colorless,Space-Time Smackdown,A2,126,Pokémon - Basic,60,"[{'name': 'Quick Attack', 'cost': ['C'], 'damage': '10+', 'effect': 'Flip a coin. If heads, this attack does 20 more damage.'}]",Fighting,1,Shibuzoh.,Its ability to evolve into many forms allows it to adapt smoothly and perfectly to any environment.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_126_EN.webp,◊,,cards/space-time-smackdown/126.webp
Porygon,Colorless,Space-Time Smackdown,A2,127,Pokémon - Basic,60,"[{'name': 'Beam', 'cost': ['C'], 'damage': '20', 'effect': ''}]",Fighting,1,Shin Nagasawa,State-of-the-art technology was used to create Porygon. It was the first artificial Pokémon to be created via computer programming.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_127_EN.webp,◊,Palkia,cards/space-time-smackdown/127.webp
Porygon2,Colorless,Space-Time Smackdown,A2,128,Pokémon - Stage 1 - Evolves from Porygon,80,"[{'name': 'Sharpen', 'cost': ['C'], 'damage': '30', 'effect': ''}]",Fighting,1,sowsow,This is a Porygon that was updated with special data. Porygon2 develops itself by learning about many different subjects all on its own.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_128_EN.webp,◊◊,Palkia,cards/space-time-smackdown/128.webp
Porygon-Z,Colorless,Space-Time Smackdown,A2,129,Pokémon - Stage 2 - Evolves from Porygon2,140,"[{'name': 'Buggy Beam', 'cost': ['CCC'], 'damage': '80', 'effect': 'Change the type of the next Energy that will be generated for your opponent to 1 of the following at random: [G],[R],[W],[L],[P],[F],[D], or [M].'}]",Fighting,2,Shin Nagasawa,"Porygon-Z had a program installed to allow it to move between dimensions, but the program also caused instability in Porygon-Z’s behavior.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_129_EN.webp,◊◊◊,Palkia,cards/space-time-smackdown/129.webp
Aipom,Colorless,Space-Time Smackdown,A2,130,Pokémon - Basic,60,"[{'name': 'Tail Jab', 'cost': ['C'], 'damage': '20', 'effect': ''}]",Fighting,1,Miki Tanaka,"As it did more and more with its tail, its hands became clumsy. It makes its nest high in the treetops.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_130_EN.webp,◊,,cards/space-time-smackdown/130.webp
Ambipom,Colorless,Space-Time Smackdown,A2,131,Pokémon - Stage 1 - Evolves from Aipom,90,"[{'name': 'Double Hit', 'cost': ['C'], 'damage': '40x', 'effect': 'Flip 2 coins. This attack does 40 damage for each heads.'}]",Fighting,1,Naoyo Kimura,"It uses its tails for everything. If it wraps both of its tails around you and gives you a squeeze, that’s proof it really likes you.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_131_EN.webp,◊,,cards/space-time-smackdown/131.webp
Starly,Colorless,Space-Time Smackdown,A2,132,Pokémon - Basic,50,"[{'name': 'Pluck', 'cost': ['C'], 'damage': '20', 'effect': ""Before doing damage, discard all Pokémon Tools from your opponent's Active Pokémon.""}]",Lightning,1,Atsuko Nishida,"They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_132_EN.webp,◊,Palkia,cards/space-time-smackdown/132.webp
Staravia,Colorless,Space-Time Smackdown,A2,133,Pokémon - Stage 1 - Evolves from Starly,80,"[{'name': 'Wing Attack', 'cost': ['CC'], 'damage': '40', 'effect': ''}]",Lightning,1,REND,"Recognizing their own weakness, they always live in a group. When alone, a Staravia cries noisily.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_133_EN.webp,◊,Palkia,cards/space-time-smackdown/133.webp
Staraptor,Colorless,Space-Time Smackdown,A2,134,Pokémon - Stage 2 - Evolves from Staravia,140,"[{'name': 'Clutch', 'cost': ['CCC'], 'damage': '80', 'effect': ""During your opponent's next turn, the Defending Pokémon can't retreat.""}]",Lightning,1,Sekio,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_134_EN.webp,◊◊,Palkia,cards/space-time-smackdown/134.webp
Bidoof,Colorless,Space-Time Smackdown,A2,135,Pokémon - Basic,60,"[{'name': 'Super Fang', 'cost': ['CC'], 'damage': '0', 'effect': ""Halve your opponent's Active Pokémon's remaining HP, rounded down.""}]",Fighting,2,Kagemaru Himeno,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_135_EN.webp,◊,Dialga,cards/space-time-smackdown/135.webp
Bibarel,Colorless,Space-Time Smackdown,A2,136,Pokémon - Stage 1 - Evolves from Bidoof,110,"[{'name': 'Rolling Tackle', 'cost': ['CC'], 'damage': '60', 'effect': ''}]",Fighting,2,kirisAki,It busily makes its nest with stacks of branches and roots it has cut up with its sharp incisors.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_136_EN.webp,◊,Dialga,cards/space-time-smackdown/136.webp
Buneary,Colorless,Space-Time Smackdown,A2,137,Pokémon - Basic,60,"[{'name': 'Splash', 'cost': ['C'], 'damage': '10', 'effect': ''}]",Fighting,1,Narumi Sato,"If both of Buneary’s ears are rolled up, something is wrong with its body or mind. It’s a sure sign the Pokémon is in need of care.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_137_EN.webp,◊,Dialga,cards/space-time-smackdown/137.webp
Lopunny,Colorless,Space-Time Smackdown,A2,138,Pokémon - Stage 1 - Evolves from Buneary,90,"[{'name': 'Jump Kick', 'cost': ['C'], 'damage': '20', 'effect': ""This attack also does 20 damage to 1 of your opponent's Benched Pokémon.""}]",Fighting,1,Sanosuke Sakuma,"Lopunny is constantly monitoring its surroundings. If danger approaches, this Pokémon responds with superdestructive kicks.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_138_EN.webp,◊,Dialga,cards/space-time-smackdown/138.webp
Glameow,Colorless,Space-Time Smackdown,A2,139,Pokémon - Basic,60,"[{'name': 'Pose', 'cost': ['C'], 'damage': '40', 'effect': 'Flip a coin. If tails, this attack does nothing.'}]",Fighting,1,sowsow,It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_139_EN.webp,◊,Palkia,cards/space-time-smackdown/139.webp
